step,epoch,lr,loss,grad_norm_global,grad_norm_encoder.blocks.0,grad_norm_encoder.blocks.1,grad_norm_encoder.blocks.2,grad_norm_encoder.blocks.3,grad_norm_encoder.blocks.4,grad_norm_encoder.blocks.5,grad_norm_encoder.blocks.6,grad_norm_encoder.blocks.7,grad_norm_encoder.blocks.8,grad_norm_encoder.blocks.9,grad_norm_encoder.blocks.10,grad_norm_encoder.blocks.11,M_max_abs_encoder.blocks.0.attn_router,M_off_diag_mass_encoder.blocks.0.attn_router,M_max_abs_encoder.blocks.0.mlp_router,M_off_diag_mass_encoder.blocks.0.mlp_router,M_max_abs_encoder.blocks.1.attn_router,M_off_diag_mass_encoder.blocks.1.attn_router,M_max_abs_encoder.blocks.1.mlp_router,M_off_diag_mass_encoder.blocks.1.mlp_router,M_max_abs_encoder.blocks.2.attn_router,M_off_diag_mass_encoder.blocks.2.attn_router,M_max_abs_encoder.blocks.2.mlp_router,M_off_diag_mass_encoder.blocks.2.mlp_router,M_max_abs_encoder.blocks.3.attn_router,M_off_diag_mass_encoder.blocks.3.attn_router,M_max_abs_encoder.blocks.3.mlp_router,M_off_diag_mass_encoder.blocks.3.mlp_router,M_max_abs_encoder.blocks.4.attn_router,M_off_diag_mass_encoder.blocks.4.attn_router,M_max_abs_encoder.blocks.4.mlp_router,M_off_diag_mass_encoder.blocks.4.mlp_router,M_max_abs_encoder.blocks.5.attn_router,M_off_diag_mass_encoder.blocks.5.attn_router,M_max_abs_encoder.blocks.5.mlp_router,M_off_diag_mass_encoder.blocks.5.mlp_router,M_max_abs_encoder.blocks.6.attn_router,M_off_diag_mass_encoder.blocks.6.attn_router,M_max_abs_encoder.blocks.6.mlp_router,M_off_diag_mass_encoder.blocks.6.mlp_router,M_max_abs_encoder.blocks.7.attn_router,M_off_diag_mass_encoder.blocks.7.attn_router,M_max_abs_encoder.blocks.7.mlp_router,M_off_diag_mass_encoder.blocks.7.mlp_router,M_max_abs_encoder.blocks.8.attn_router,M_off_diag_mass_encoder.blocks.8.attn_router,M_max_abs_encoder.blocks.8.mlp_router,M_off_diag_mass_encoder.blocks.8.mlp_router,M_max_abs_encoder.blocks.9.attn_router,M_off_diag_mass_encoder.blocks.9.attn_router,M_max_abs_encoder.blocks.9.mlp_router,M_off_diag_mass_encoder.blocks.9.mlp_router,M_max_abs_encoder.blocks.10.attn_router,M_off_diag_mass_encoder.blocks.10.attn_router,M_max_abs_encoder.blocks.10.mlp_router,M_off_diag_mass_encoder.blocks.10.mlp_router,M_max_abs_encoder.blocks.11.attn_router,M_off_diag_mass_encoder.blocks.11.attn_router,M_max_abs_encoder.blocks.11.mlp_router,M_off_diag_mass_encoder.blocks.11.mlp_router
10,0,2.375726401805878e-06,2.7190370559692383,6.906708758799947,1.1851243155900564,0.7156432378025265,0.69764037683928,0.8171329525141509,0.7860026475106068,0.9196126136364932,0.8514368348596938,0.8158932843557369,0.8738693727477185,0.8970639419534483,0.8162661113081411,0.8791898253390079,0.9998259544372559,0.0007160941604524851,0.999950110912323,0.0004761273739859462,0.999984622001648,0.0007069186540320516,1.0000386238098145,0.0004972676979377866,1.0000731945037842,0.000641313090454787,1.0001219511032104,0.0004917341284453869,1.0001411437988281,0.0004613658820744604,1.000154972076416,0.0007353158434852958,1.000168800354004,0.0007379184244200587,1.0002835988998413,0.001241382327862084,1.000147819519043,0.0010704228188842535,1.0002843141555786,0.0011293271090835333,1.0001641511917114,0.0009365792502649128,1.0003230571746826,0.0010431223781779408,1.00026535987854,0.001017700182273984,1.000300407409668,0.0011481494875624776,1.0002822875976562,0.0012794574722647667,1.0006448030471802,0.0014855391345918179,1.0006383657455444,0.0013720610877498984,1.000618815422058,0.001255339477211237,1.0005450248718262,0.0012635844759643078,1.0005406141281128,0.0012117645237594843,1.00057053565979,0.0011322483187541366,1.0005244016647339,0.0011069861939176917
20,0,2.375726401805878e-06,3.478555679321289,7.284407142373821,1.3278924703769317,0.7429858555027687,0.7118555092943609,0.8147383832822884,0.7359027273339916,0.7970750468854036,0.7413641199990406,0.8172246998823839,0.8658423199521641,0.7702658067531108,0.6983228289119299,0.7290886253079166,0.9999538064002991,0.0009868075139820576,0.9999991059303284,0.00017376393952872604,1.000327229499817,0.0018707154085859656,1.000363826751709,0.001706502865999937,1.000471591949463,0.0020363873336464167,1.0005766153335571,0.0020253686234354973,1.0004405975341797,0.0019329305505380034,1.0006991624832153,0.0019690573681145906,1.0006170272827148,0.00196896237321198,1.000878930091858,0.002584039466455579,1.0007134675979614,0.0021174526773393154,1.0008503198623657,0.00253892014734447,1.0006805658340454,0.002348858630284667,1.0008940696716309,0.002681171288713813,1.0008366107940674,0.0026809414848685265,1.0008540153503418,0.002987936604768038,1.0008232593536377,0.0031157457269728184,1.00139319896698,0.003159862942993641,1.0013679265975952,0.0029342363122850657,1.0012928247451782,0.0030823072884231806,1.0012551546096802,0.003170847659930587,1.0011364221572876,0.0029409120324999094,1.001197099685669,0.002866610186174512,1.00092613697052,0.0025093292351812124
10,0,2.375726401805878e-06,2.7180347442626953,6.906339588213971,1.1844312235634973,0.7156146796006474,0.6975833498508199,0.8173484494194313,0.7858347528989573,0.918953803380986,0.8510039966977476,0.8158966229285698,0.8735946224062917,0.896664592783429,0.8161655128323456,0.8791845225488559,0.9998266696929932,0.0007145336712710559,0.9999499320983887,0.000476676708785817,0.9999840259552002,0.0007081519579514861,1.000040054321289,0.0004996375646442175,1.0000733137130737,0.0006418043049052358,1.0001219511032104,0.0004926883266307414,1.000142216682434,0.00046497007133439183,1.0001556873321533,0.0007350377854891121,1.000169038772583,0.0007378616137430072,1.0002849102020264,0.0012423418229445815,1.0001479387283325,0.0010702767176553607,1.000285029411316,0.0011266147485002875,1.0001637935638428,0.0009377062669955194,1.0003223419189453,0.0010441138874739408,1.0002654790878296,0.0010192948393523693,1.0003002882003784,0.0011496162042021751,1.0002822875976562,0.0012800664408132434,1.0006446838378906,0.0014857721980661154,1.0006382465362549,0.0013724014861509204,1.000618815422058,0.0012564569478854537,1.000545859336853,0.0012653464218601584,1.0005407333374023,0.0012131405528634787,1.0005704164505005,0.001132398028858006,1.0005251169204712,0.001108645461499691
30,0,2.375726401805878e-06,3.0254769325256348,6.678952026275715,0.974488243037313,0.541445504862021,0.5255915955299834,0.5908621906235149,0.5621915666693312,0.660030260595717,0.569164992391632,0.5831852878261313,0.6209981310125494,0.5940602055484175,0.569619204045236,0.5817549369305016,1.0003081560134888,0.0009382338030263782,1.000211477279663,0.0008833755273371935,1.0005453824996948,0.0026103504933416843,1.0006076097488403,0.002604027511551976,1.0007394552230835,0.003136758226901293,1.0009108781814575,0.0032495094928890467,1.0007290840148926,0.0033525973558425903,1.0011812448501587,0.003487813286483288,1.0010710954666138,0.0035561753902584314,1.0013790130615234,0.0041539897210896015,1.0011703968048096,0.003821812802925706,1.0014309883117676,0.0044292863458395,1.0013031959533691,0.004262297414243221,1.0014429092407227,0.004661255516111851,1.0013824701309204,0.004715414717793465,1.001389980316162,0.005070651415735483,1.0013689994812012,0.005184762645512819,1.0020018815994263,0.005158451851457357,1.0019389390945435,0.004883141722530127,1.0017520189285278,0.004771202802658081,1.001814365386963,0.005003567319363356,1.0015071630477905,0.0044601778499782085,1.0014910697937012,0.004219830501824617,1.0010063648223877,0.0037081302143633366
20,0,2.375726401805878e-06,3.479688882827759,7.283033465397566,1.3273314887558378,0.7426763346215686,0.7115586487037421,0.8144841948527479,0.7356087480761623,0.7968388866730322,0.7408239213576172,0.8165409232089814,0.8651371031673464,0.7698916308559604,0.6980527950139679,0.7289145947677369,0.999952495098114,0.0009821769781410694,0.9999998211860657,0.00017355135059915483,1.00032639503479,0.001869962434284389,1.0003644227981567,0.0017114052316173911,1.0004719495773315,0.0020387195982038975,1.0005775690078735,0.0020290943793952465,1.000440239906311,0.0019374290714040399,1.0007001161575317,0.001972140045836568,1.0006191730499268,0.00197017565369606,1.0008809566497803,0.002588516566902399,1.0007132291793823,0.002118307165801525,1.0008519887924194,0.002537381835281849,1.0006799697875977,0.0023504458367824554,1.0008925199508667,0.0026832404546439648,1.0008360147476196,0.0026833764277398586,1.0008533000946045,0.0029882502276450396,1.0008236169815063,0.0031169578433036804,1.0013920068740845,0.0031606678385287523,1.0013670921325684,0.002937146695330739,1.0012925863265991,0.0030853876378387213,1.0012567043304443,0.0031734055373817682,1.0011370182037354,0.002944953739643097,1.0011969804763794,0.0028681252151727676,1.0009268522262573,0.0025131909642368555
40,0,2.375726401805878e-06,3.6816649436950684,6.1640464500973575,0.909852611595607,0.474596736908956,0.4627453396528066,0.5308554200246629,0.4860671640290021,0.5628532881057219,0.4910268655646229,0.541423745259723,0.554866249160239,0.5476004157908598,0.5195012340163903,0.5420813010698978,1.0004167556762695,0.0009485916816629469,1.0003337860107422,0.0012678626226261258,1.0005218982696533,0.0030641548801213503,1.000595211982727,0.003103464376181364,1.000771403312683,0.004016310442239046,1.0010077953338623,0.004144694190472364,1.0008347034454346,0.0041853757575154305,1.0014368295669556,0.00451236916705966,1.0013233423233032,0.0045856088399887085,1.0017225742340088,0.005231989547610283,1.0014662742614746,0.004986136686056852,1.0018001794815063,0.005659738089889288,1.0016714334487915,0.005607559345662594,1.0017480850219727,0.00602186843752861,1.001649022102356,0.0061143627390265465,1.0017333030700684,0.006593082100152969,1.0017188787460327,0.00672801723703742,1.0023226737976074,0.00659576803445816,1.0022867918014526,0.0064023747108876705,1.0019866228103638,0.006232480984181166,1.002064824104309,0.006490084808319807,1.0016757249832153,0.005948788486421108,1.0016273260116577,0.005869459826499224,1.0014725923538208,0.005282961763441563
30,0,2.375726401805878e-06,3.0242950916290283,6.678657524122697,0.9745008196556109,0.5414863265110352,0.5255745750525113,0.5907863660189923,0.5619854463537427,0.6600003493847255,0.569013114274848,0.5829792409131247,0.6206609961805969,0.5941423305485595,0.5695789409157785,0.5817494637002656,1.0003066062927246,0.0009334252099506557,1.0002126693725586,0.0008838580106385052,1.0005444288253784,0.002609046408906579,1.0006085634231567,0.002611859468743205,1.0007402896881104,0.003139851614832878,1.0009121894836426,0.003254919545724988,1.000728726387024,0.0033590691164135933,1.0011824369430542,0.0034896479919552803,1.0010735988616943,0.003558330936357379,1.0013813972473145,0.004159936681389809,1.00117027759552,0.003821829566732049,1.0014325380325317,0.004429135005921125,1.001301884651184,0.004261546768248081,1.0014411211013794,0.004663616884499788,1.0013811588287354,0.004716617055237293,1.0013890266418457,0.005071249790489674,1.0013689994812012,0.00518621364608407,1.001999855041504,0.005161983892321587,1.0019371509552002,0.0048872847110033035,1.0017516613006592,0.004776733927428722,1.0018157958984375,0.005008307751268148,1.0015074014663696,0.004467166028916836,1.0014901161193848,0.004224120173603296,1.0010071992874146,0.0037154615856707096
50,0,2.375726401805878e-06,3.416872024536133,6.3932072701232165,0.8212721972649181,0.5313144382300551,0.5131044811416905,0.597729910978165,0.5285868696348679,0.6100520047377689,0.5614071970530771,0.5103595244357128,0.5048545183944263,0.5387653839565759,0.5044829865141737,0.5334426143500574,1.0004807710647583,0.0013965959660708904,1.0001722574234009,0.0006116301519796252,1.000524640083313,0.003299236996099353,1.000594139099121,0.003214889904484153,1.0007866621017456,0.004194475244730711,1.0010840892791748,0.00435425853356719,1.0008128881454468,0.004494448658078909,1.0016846656799316,0.004999893717467785,1.0015332698822021,0.005003640428185463,1.001999855041504,0.005773714277893305,1.0017198324203491,0.005521266721189022,1.0022211074829102,0.006436186842620373,1.0020432472229004,0.006355282384902239,1.0021069049835205,0.006810514722019434,1.0019439458847046,0.006907345727086067,1.0021436214447021,0.007545342668890953,1.0020999908447266,0.007571121212095022,1.0027676820755005,0.007431808393448591,1.002738356590271,0.007120527792721987,1.002478003501892,0.007016926072537899,1.0025675296783447,0.00723526906222105,1.0020520687103271,0.0064484598115086555,1.0019111633300781,0.0063408371061086655,1.001447319984436,0.005383957177400589
40,0,2.375726401805878e-06,3.682253837585449,6.161662396189585,0.9091379444154081,0.47432392036616255,0.4623164634324905,0.5304668684998272,0.4857214126849427,0.5625193519879423,0.49076236856177713,0.5410022036177365,0.5544301799741836,0.5474649973201028,0.519490477185739,0.5420043714258553,1.0004150867462158,0.0009416345856152475,1.0003362894058228,0.0012713612522929907,1.0005208253860474,0.0030626310035586357,1.0005956888198853,0.0031142160296440125,1.0007719993591309,0.004020124673843384,1.0010088682174683,0.004152289591729641,1.0008381605148315,0.0041930191218853,1.0014370679855347,0.004514408763498068,1.0013245344161987,0.004589779768139124,1.0017242431640625,0.005241310223937035,1.0014654397964478,0.004986762534826994,1.0018011331558228,0.005662732291966677,1.0016697645187378,0.00560676958411932,1.0017460584640503,0.006026622839272022,1.0016474723815918,0.006115008145570755,1.0017316341400146,0.006595617160201073,1.0017186403274536,0.006730816792696714,1.0023199319839478,0.00660447683185339,1.002285122871399,0.006409757770597935,1.0019866228103638,0.006241119001060724,1.0020673274993896,0.006498528644442558,1.0016762018203735,0.005960096139460802,1.0016260147094727,0.005879051983356476,1.0014744997024536,0.00529108289629221
60,0,2.375726401805878e-06,3.4297332763671875,5.735344741919059,0.9944536555454295,0.6018651382483814,0.6363966654898926,0.7187438473125534,0.5784695585146238,0.6191155971455916,0.5330263767680926,0.5712889092556258,0.5529381615136432,0.5287705597793987,0.47542885900209025,0.5239529517577703,1.000583529472351,0.0014030999736860394,1.0001931190490723,0.0006060900632292032,1.000441312789917,0.002976188203319907,1.0005143880844116,0.0029760778415948153,1.0006446838378906,0.003753859084099531,1.0009394884109497,0.0041185724548995495,1.0006910562515259,0.004377746023237705,1.0015186071395874,0.005084442440420389,1.0013928413391113,0.005045185796916485,1.001916527748108,0.00607696920633316,1.001600742340088,0.005760028958320618,1.002426266670227,0.007088125683367252,1.002148151397705,0.006831778213381767,1.0023291110992432,0.0073083839379251,1.0021016597747803,0.00728730158880353,1.0023949146270752,0.008066809736192226,1.0022739171981812,0.007889076136052608,1.0030027627944946,0.007718474138528109,1.0029504299163818,0.007268731947988272,1.0027799606323242,0.0072496309876441956,1.0028668642044067,0.0075100199319422245,1.002171277999878,0.00641440786421299,1.0019186735153198,0.006199260707944632,1.0013859272003174,0.005419103894382715
