step,epoch,lr,loss,grad_norm_global,grad_norm_encoder.blocks.0,grad_norm_encoder.blocks.1,grad_norm_encoder.blocks.2,grad_norm_encoder.blocks.3,grad_norm_encoder.blocks.4,grad_norm_encoder.blocks.5,grad_norm_encoder.blocks.6,grad_norm_encoder.blocks.7,grad_norm_encoder.blocks.8,grad_norm_encoder.blocks.9,grad_norm_encoder.blocks.10,grad_norm_encoder.blocks.11,M_max_abs_encoder.blocks.0.attn_router,M_off_diag_mass_encoder.blocks.0.attn_router,M_max_abs_encoder.blocks.0.mlp_router,M_off_diag_mass_encoder.blocks.0.mlp_router,M_max_abs_encoder.blocks.1.attn_router,M_off_diag_mass_encoder.blocks.1.attn_router,M_max_abs_encoder.blocks.1.mlp_router,M_off_diag_mass_encoder.blocks.1.mlp_router,M_max_abs_encoder.blocks.2.attn_router,M_off_diag_mass_encoder.blocks.2.attn_router,M_max_abs_encoder.blocks.2.mlp_router,M_off_diag_mass_encoder.blocks.2.mlp_router,M_max_abs_encoder.blocks.3.attn_router,M_off_diag_mass_encoder.blocks.3.attn_router,M_max_abs_encoder.blocks.3.mlp_router,M_off_diag_mass_encoder.blocks.3.mlp_router,M_max_abs_encoder.blocks.4.attn_router,M_off_diag_mass_encoder.blocks.4.attn_router,M_max_abs_encoder.blocks.4.mlp_router,M_off_diag_mass_encoder.blocks.4.mlp_router,M_max_abs_encoder.blocks.5.attn_router,M_off_diag_mass_encoder.blocks.5.attn_router,M_max_abs_encoder.blocks.5.mlp_router,M_off_diag_mass_encoder.blocks.5.mlp_router,M_max_abs_encoder.blocks.6.attn_router,M_off_diag_mass_encoder.blocks.6.attn_router,M_max_abs_encoder.blocks.6.mlp_router,M_off_diag_mass_encoder.blocks.6.mlp_router,M_max_abs_encoder.blocks.7.attn_router,M_off_diag_mass_encoder.blocks.7.attn_router,M_max_abs_encoder.blocks.7.mlp_router,M_off_diag_mass_encoder.blocks.7.mlp_router,M_max_abs_encoder.blocks.8.attn_router,M_off_diag_mass_encoder.blocks.8.attn_router,M_max_abs_encoder.blocks.8.mlp_router,M_off_diag_mass_encoder.blocks.8.mlp_router,M_max_abs_encoder.blocks.9.attn_router,M_off_diag_mass_encoder.blocks.9.attn_router,M_max_abs_encoder.blocks.9.mlp_router,M_off_diag_mass_encoder.blocks.9.mlp_router,M_max_abs_encoder.blocks.10.attn_router,M_off_diag_mass_encoder.blocks.10.attn_router,M_max_abs_encoder.blocks.10.mlp_router,M_off_diag_mass_encoder.blocks.10.mlp_router,M_max_abs_encoder.blocks.11.attn_router,M_off_diag_mass_encoder.blocks.11.attn_router,M_max_abs_encoder.blocks.11.mlp_router,M_off_diag_mass_encoder.blocks.11.mlp_router,sk_dev_encoder.blocks.0.attn_router,sk_dev_encoder.blocks.0.mlp_router,sk_dev_encoder.blocks.1.attn_router,sk_dev_encoder.blocks.1.mlp_router,sk_dev_encoder.blocks.2.attn_router,sk_dev_encoder.blocks.2.mlp_router,sk_dev_encoder.blocks.3.attn_router,sk_dev_encoder.blocks.3.mlp_router,sk_dev_encoder.blocks.4.attn_router,sk_dev_encoder.blocks.4.mlp_router,sk_dev_encoder.blocks.5.attn_router,sk_dev_encoder.blocks.5.mlp_router,sk_dev_encoder.blocks.6.attn_router,sk_dev_encoder.blocks.6.mlp_router,sk_dev_encoder.blocks.7.attn_router,sk_dev_encoder.blocks.7.mlp_router,sk_dev_encoder.blocks.8.attn_router,sk_dev_encoder.blocks.8.mlp_router,sk_dev_encoder.blocks.9.attn_router,sk_dev_encoder.blocks.9.mlp_router,sk_dev_encoder.blocks.10.attn_router,sk_dev_encoder.blocks.10.mlp_router,sk_dev_encoder.blocks.11.attn_router,sk_dev_encoder.blocks.11.mlp_router
10,0,2.375726401805878e-06,2.7188429832458496,6.901851781199104,1.1835807433366785,0.7017376461443544,0.6905428061107017,0.809829279580877,0.783647059196938,0.9183033654107057,0.8502775373680784,0.8155326726504879,0.8721207712255928,0.8949595579793344,0.8144579572484938,0.877789063893746,0.9998638033866882,0.0003145569353364408,0.9998638033866882,0.00031456389115191996,0.9998638033866882,0.00031454706913791597,0.9998638033866882,0.0003145477385260165,0.999863862991333,0.00031451505492441356,0.9998639225959778,0.0003144102811347693,0.9998638033866882,0.0003145227674394846,0.9998639225959778,0.0003143445064779371,0.9998639225959778,0.0003144023648928851,0.9998639225959778,0.00031429604860022664,0.9998639225959778,0.0003143356880173087,0.9998639225959778,0.00031429831869900227,0.9998639225959778,0.0003143113281112164,0.9998639225959778,0.0003142723289784044,0.9998639225959778,0.0003143030626233667,0.9998639225959778,0.00031427585054188967,0.9998639225959778,0.00031430093804374337,0.9998639225959778,0.0003142484347335994,0.9998639225959778,0.00031425096676684916,0.9998639225959778,0.00031425312045030296,0.9998639225959778,0.000314255798002705,0.9998639225959778,0.00031425594352185726,0.9998639225959778,0.00031425541965290904,0.9998639225959778,0.00031425958150066435,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0,0.0,0.0,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0,2.375726401805878e-06,3.479558229446411,7.27274731233534,1.3146928847833903,0.7295264677648075,0.6946422033653906,0.7977337296971865,0.7268874681719784,0.7922882623727283,0.7309360579446044,0.8028581560249232,0.860218887330015,0.7699367768323953,0.6979157513684893,0.7288031193258304,0.9998638033866882,0.00031452550319954753,0.9998638033866882,0.0003145319933537394,0.9998639225959778,0.0003144223301205784,0.9998639225959778,0.0003144174406770617,0.9998639225959778,0.0003144359798170626,0.9998639225959778,0.0003143772773910314,0.9998639225959778,0.0003144213114865124,0.9998639225959778,0.00031424814369529486,0.9998639225959778,0.0003142577188555151,0.9998641014099121,0.00031406304333359003,0.9998641014099121,0.00031418807338923216,0.9998641014099121,0.00031406802008859813,0.9998639822006226,0.0003142090863548219,0.9998641014099121,0.00031406269408762455,0.9998641014099121,0.0003140695916954428,0.9998641014099121,0.00031406793277710676,0.9998641014099121,0.000314064061967656,0.9998642802238464,0.00031389412470161915,0.9998641014099121,0.00031400512671098113,0.9998641014099121,0.0003140106564387679,0.9998641014099121,0.0003139566397294402,0.9998641014099121,0.00031396379927173257,0.9998641014099121,0.0003139629552606493,0.9998641014099121,0.0003140617336612195,0.0,0.0,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0,0.0,1.1920928955078125e-07,0.0,1.1920928955078125e-07,0.0,0.0,0.0,0.0,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0,0.0,0.0
30,0,2.375726401805878e-06,3.025160551071167,6.6773769167865495,0.9702400795314798,0.5409658918401342,0.5247827378148079,0.5883988471020565,0.5589565860815877,0.6594825305511546,0.5688375236917168,0.5824298752563467,0.6204303836920997,0.5931032707063051,0.5688541662779412,0.5813520642747031,0.9998639225959778,0.00031443446641787887,0.9998638033866882,0.00031452556140720844,0.9998639225959778,0.00031443373882211745,0.9998639225959778,0.0003143192734569311,0.9998641014099121,0.0003142596688121557,0.9998641014099121,0.0003142515488434583,0.9998641014099121,0.0003143279755022377,0.9998641014099121,0.0003141385386697948,0.9998641014099121,0.00031407029018737376,0.9998642802238464,0.00031389453215524554,0.9998641014099121,0.00031402104650624096,0.9998642802238464,0.00031388900242745876,0.9998641014099121,0.0003139486943837255,0.9998642802238464,0.0003138818428851664,0.9998642802238464,0.00031389028299599886,0.9998642802238464,0.000313884811475873,0.9998641610145569,0.00031390675576403737,0.9998642802238464,0.00031380949076265097,0.9998642802238464,0.00031382282031700015,0.9998642802238464,0.00031381010194309056,0.9998642802238464,0.0003138261381536722,0.9998642802238464,0.00031376993865706027,0.9998642802238464,0.0003138260799460113,0.9998641014099121,0.0003139672626275569,2.384185791015625e-07,0.0,1.1920928955078125e-07,1.1920928955078125e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-07,2.384185791015625e-07,0.0,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-07,0.0,1.1920928955078125e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-07,2.384185791015625e-07,0.0
40,0,2.375726401805878e-06,3.681084632873535,6.156737993599364,0.8999933614554793,0.4726690622515202,0.46226028347152964,0.5288903096348437,0.48271362775474813,0.5588950469143057,0.48668434252241255,0.538113589786292,0.5508109926601298,0.5453920487208151,0.5174042915767187,0.5418764256795979,0.9998639225959778,0.00031443030457012355,0.9998639225959778,0.0003144465445075184,0.9998639225959778,0.000314435368636623,0.9998639225959778,0.00031426316127181053,0.9998641014099121,0.00031425346969626844,0.9998641014099121,0.00031418795697391033,0.9998641014099121,0.000314269564114511,0.9998642802238464,0.00031401714659295976,0.9998641014099121,0.00031412686803378165,0.9998642802238464,0.00031386903719976544,0.9998642802238464,0.00031394403777085245,0.9998642802238464,0.00031383303576149046,0.9998642802238464,0.0003138688625767827,0.9998642802238464,0.00031380352447740734,0.9998642802238464,0.0003138153115287423,0.9998642802238464,0.0003138001775369048,0.9998642802238464,0.00031379584106616676,0.9998644590377808,0.00031362404115498066,0.9998644590377808,0.00031363373273052275,0.9998642802238464,0.0003138085885439068,0.9998644590377808,0.00031364374444819987,0.9998642802238464,0.00031379927531816065,0.9998642802238464,0.0003138035535812378,0.9998640418052673,0.00031401010346598923,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,2.384185791015625e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,2.384185791015625e-07,2.384185791015625e-07,3.5762786865234375e-07,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-07,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,3.5762786865234375e-07,3.5762786865234375e-07,1.1920928955078125e-07,3.5762786865234375e-07,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07
50,0,2.375726401805878e-06,3.4165167808532715,6.393532490266445,0.8212538158225022,0.5289103907342415,0.5117374307080613,0.5950358982899141,0.5272193500829134,0.6093391900938206,0.561222576955032,0.5101777663576728,0.5044840188599891,0.538739111086572,0.5042246046545512,0.5330370427308928,0.9998639225959778,0.00031445364584214985,0.9998639225959778,0.0003143873473163694,0.9998639225959778,0.00031443603802472353,0.9998639225959778,0.00031426141504198313,0.9998641014099121,0.0003141458728350699,0.9998641014099121,0.0003141799243167043,0.9998641014099121,0.00031426342320628464,0.9998642802238464,0.00031389520154334605,0.9998642802238464,0.0003139566979371011,0.9998642802238464,0.0003138239262625575,0.9998642802238464,0.000313871685648337,0.9998644590377808,0.00031364543247036636,0.9998644590377808,0.0003137127496302128,0.9998644590377808,0.0003136487794108689,0.9998642802238464,0.0003138179599773139,0.9998644590377808,0.00031363905873149633,0.9998644590377808,0.00031363655580207705,0.9998646378517151,0.0003134099533781409,0.9998646378517151,0.00031347054755315185,0.9998644590377808,0.00031358847627416253,0.9998644590377808,0.00031352974474430084,0.9998644590377808,0.00031364327878691256,0.9998642802238464,0.0003137557359877974,0.9998641610145569,0.0003139227628707886,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,2.384185791015625e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,2.384185791015625e-07,2.384185791015625e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,2.384185791015625e-07,3.5762786865234375e-07,3.5762786865234375e-07,4.76837158203125e-07,5.960464477539062e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,1.1920928955078125e-07,0.0
60,0,2.375726401805878e-06,3.431645393371582,5.721285742341354,0.9919952116140351,0.5965789954852715,0.6269427770895948,0.7105929931000526,0.5712964067863546,0.6105037734642808,0.5148100537884498,0.5378349782587396,0.5330208061595184,0.5238941491649795,0.4707579318890387,0.522372451148157,0.9998639225959778,0.00031444968772120774,0.9998639225959778,0.0003143857466056943,0.9998639225959778,0.0003144165384583175,0.9998639225959778,0.0003142625209875405,0.9998639225959778,0.0003142563800793141,0.9998641014099121,0.000314133008942008,0.9998639225959778,0.000314369477564469,0.9998642802238464,0.0003139534965157509,0.9998642802238464,0.0003140172048006207,0.9998642802238464,0.0003138261672575027,0.9998642802238464,0.0003138743049930781,0.9998644590377808,0.0003136228187941015,0.9998644590377808,0.000313643307890743,0.9998644590377808,0.00031362439040094614,0.9998644590377808,0.0003136459272354841,0.9998644590377808,0.0003136199666187167,0.9998644590377808,0.000313518539769575,0.9998646378517151,0.0003133924910798669,0.9998646378517151,0.00031340352143161,0.9998646378517151,0.0003133606514893472,0.9998646378517151,0.00031335451058112085,0.9998644590377808,0.0003136365849059075,0.9998642802238464,0.0003137562016490847,0.9998641610145569,0.00031391167431138456,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0.0,2.384185791015625e-07,1.1920928955078125e-07,3.5762786865234375e-07,3.5762786865234375e-07,2.384185791015625e-07,2.384185791015625e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,2.384185791015625e-07,4.76837158203125e-07,5.960464477539062e-07,4.76837158203125e-07,4.76837158203125e-07,3.5762786865234375e-07,1.1920928955078125e-07,0.0
70,0,2.375726401805878e-06,2.7729475498199463,5.047906050965365,0.8003722060250231,0.4699032977370143,0.4420677494123095,0.484712584037483,0.46227664455691375,0.5498897600828493,0.47488213781380945,0.4410403096661475,0.43106259643665257,0.4489441522092786,0.4004727108134073,0.4396378641342647,0.9998639225959778,0.00031444968772120774,0.9998639225959778,0.00031443804618902504,0.9998639225959778,0.00031436423887498677,0.9998639822006226,0.0003142303612548858,0.9998639225959778,0.00031426316127181053,0.9998641014099121,0.00031408152426593006,0.9998639225959778,0.00031432314426638186,0.9998641014099121,0.00031411764211952686,0.9998641014099121,0.0003141383931506425,0.9998642802238464,0.000313828990329057,0.9998642802238464,0.00031388484057970345,0.9998644590377808,0.00031352872611023486,0.9998644590377808,0.00031362895970232785,0.9998644590377808,0.0003135261358693242,0.9998644590377808,0.00031362977460958064,0.9998646378517151,0.0003134199359919876,0.9998644590377808,0.0003135258739348501,0.9998646378517151,0.0003133972059004009,0.9998646378517151,0.00031340925488620996,0.9998646378517151,0.0003133990103378892,0.9998646378517151,0.0003133934224024415,0.9998644590377808,0.00031362814479507506,0.9998644590377808,0.000313642987748608,0.9998641610145569,0.00031391458469443023,2.384185791015625e-07,0.0,1.1920928955078125e-07,0.0,0.0,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,3.5762786865234375e-07,4.76837158203125e-07,3.5762786865234375e-07,4.76837158203125e-07,5.960464477539062e-07,5.960464477539062e-07,5.960464477539062e-07,3.5762786865234375e-07,3.5762786865234375e-07,0.0
80,0,2.375726401805878e-06,3.50673508644104,5.498366059469273,0.800967416855926,0.5174285097897772,0.5133412825248772,0.5395146036802893,0.5221731902200056,0.5911549816770983,0.48246211509358183,0.4888501916650289,0.4893545184320218,0.4822729955527405,0.43588960938218096,0.4463005943701232,0.9998641014099121,0.0003143920039292425,0.9998638033866882,0.0003145442169625312,0.9998639225959778,0.0003143464564345777,0.9998639822006226,0.0003142310888506472,0.9998639225959778,0.00031427672365680337,0.9998639822006226,0.000314220116706565,0.9998639225959778,0.0003143373178318143,0.9998641014099121,0.00031413257238455117,0.9998641014099121,0.00031407782807946205,0.9998642802238464,0.0003138319298159331,0.9998642802238464,0.0003138942120131105,0.9998646378517151,0.00031346664763987064,0.9998644590377808,0.00031362142181023955,0.9998646378517151,0.00031335523817688227,0.9998644590377808,0.000313534023007378,0.9998646378517151,0.00031339831184595823,0.9998646378517151,0.00031334988307207823,0.9998648166656494,0.00031321574351750314,0.9998648166656494,0.00031322528957389295,0.9998646378517151,0.0003134066646452993,0.9998646378517151,0.0003133994177915156,0.9998644590377808,0.00031359042623080313,0.9998644590377808,0.00031363122980110347,0.9998641610145569,0.00031390541698783636,4.76837158203125e-07,1.1920928955078125e-07,0.0,1.1920928955078125e-07,0.0,0.0,0.0,2.384185791015625e-07,2.384185791015625e-07,3.5762786865234375e-07,2.384185791015625e-07,5.960464477539062e-07,3.5762786865234375e-07,4.76837158203125e-07,3.5762786865234375e-07,5.960464477539062e-07,4.76837158203125e-07,7.152557373046875e-07,7.152557373046875e-07,5.960464477539062e-07,5.960464477539062e-07,3.5762786865234375e-07,3.5762786865234375e-07,0.0
90,0,2.375726401805878e-06,3.2899818420410156,7.256117811713782,1.5999537188833106,1.0687797402866313,1.075850642496103,1.2164619552338933,1.0058257603737895,1.0623408783852974,0.8186808286808128,0.7901128720437481,0.7112511044449413,0.6496086708026422,0.5911329596140457,0.639473557568977,0.9998641014099121,0.0003142797213513404,0.9998638033866882,0.0003145434893667698,0.9998639225959778,0.0003143473877571523,0.9998639822006226,0.0003142242494504899,0.9998639225959778,0.00031430451781488955,0.9998639822006226,0.0003142165660392493,0.9998639225959778,0.0003143416251987219,0.9998641014099121,0.00031413379474543035,0.9998641014099121,0.0003141318738926202,0.9998644590377808,0.00031366883195005357,0.9998642802238464,0.00031393696554005146,0.9998646378517151,0.00031342310830950737,0.9998644590377808,0.0003135268052574247,0.9998646378517151,0.0003133896680083126,0.9998646378517151,0.0003134176949970424,0.9998646378517151,0.0003134092257823795,0.9998646378517151,0.0003133911231998354,0.9998648166656494,0.0003131160046905279,0.9998648166656494,0.00031312654027715325,0.9998646378517151,0.00031340064015239477,0.9998648166656494,0.00031324176234193146,0.9998644590377808,0.00031352671794593334,0.9998644590377808,0.0003135649021714926,0.9998642802238464,0.000313802738673985,5.960464477539062e-07,1.1920928955078125e-07,0.0,1.1920928955078125e-07,0.0,0.0,0.0,2.384185791015625e-07,2.384185791015625e-07,4.76837158203125e-07,3.5762786865234375e-07,5.960464477539062e-07,3.5762786865234375e-07,4.76837158203125e-07,4.76837158203125e-07,5.960464477539062e-07,4.76837158203125e-07,7.152557373046875e-07,7.152557373046875e-07,5.960464477539062e-07,7.152557373046875e-07,3.5762786865234375e-07,3.5762786865234375e-07,1.1920928955078125e-07
100,0,2.375726401805878e-06,3.681305408477783,7.728410874764641,1.551459819424159,1.0129671519846353,1.0113121524545479,1.0568020281903137,0.884055736875861,1.0115101653019887,0.7777651743680024,0.7434974156565851,0.7203459364481826,0.6232675785855291,0.5729136489238371,0.6209650050493556,0.9998641014099121,0.0003143909852951765,0.999863862991333,0.00031448857043869793,0.9998639225959778,0.0003144019574392587,0.9998639822006226,0.0003141611523460597,0.9998639225959778,0.0003143840003758669,0.9998639822006226,0.0003141338820569217,0.999863862991333,0.0003144539368804544,0.9998641014099121,0.0003140671760775149,0.9998641014099121,0.00031414240947924554,0.9998644590377808,0.0003136656596325338,0.9998642802238464,0.000313820579322055,0.9998646378517151,0.0003134044527541846,0.9998646378517151,0.0003134074213448912,0.9998646378517151,0.0003133819263894111,0.9998646378517151,0.0003134137950837612,0.9998646378517151,0.00031339755514636636,0.9998646378517151,0.0003133287245873362,0.9998649954795837,0.00031299679540097713,0.9998648166656494,0.00031311632483266294,0.9998648166656494,0.00031323698931373656,0.9998648166656494,0.00031322953873313963,0.9998646378517151,0.00031338975531980395,0.9998646378517151,0.0003134019789285958,0.9998644590377808,0.00031363111338578165,4.76837158203125e-07,1.1920928955078125e-07,0.0,2.384185791015625e-07,2.384185791015625e-07,1.1920928955078125e-07,1.1920928955078125e-07,2.384185791015625e-07,2.384185791015625e-07,4.76837158203125e-07,2.384185791015625e-07,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,3.5762786865234375e-07,8.344650268554688e-07,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,4.76837158203125e-07,3.5762786865234375e-07,2.384185791015625e-07
